day month year date wy psn trans evap leafC stemC biomass
26 6 1983 1983-06-26 1983 0.912292 3.368018 0 280.743979 806.099228 1177.693282
27 6 1983 1983-06-27 1983 0.908827 3.959552 0 281.201335 806.19289 1178.400842
28 6 1983 1983-06-28 1983 0.897573 4.05289 0 281.652976 806.284602 1179.09878
29 6 1983 1983-06-29 1983 0.902165 4.052882 0 282.106945 806.377112 1179.800637
30 6 1983 1983-06-30 1983 0.922707 4.125623 0 282.571336 806.473189 1180.520046
1 7 1983 1983-07-01 1983 0.928339 4.125614 0 283.038581 806.570247 1181.244264
2 7 1983 1983-07-02 1983 0.938321 3.890904 0 283.510889 806.669037 1181.977006
3 7 1983 1983-07-03 1983 0.948991 4.061817 0 283.988609 806.769682 1182.718863
4 7 1983 1983-07-04 1983 0.967497 4.329889 0 284.475718 806.87354 1183.476531
5 7 1983 1983-07-05 1983 0.982046 4.428362 0 284.970207 806.979926 1184.246629
6 7 1983 1983-07-06 1983 0.987278 4.989476 0 285.467348 807.087222 1185.021193
7 7 1983 1983-07-07 1983 0.989259 4.653844 0 285.965492 807.194862 1185.797443
8 7 1983 1983-07-08 1983 0.991176 3.205867 0 286.464605 807.302836 1186.575326
9 7 1983 1983-07-09 1983 1.011548 5.002614 0 286.974053 807.414347 1187.370612
10 7 1983 1983-07-10 1983 0.934303 5.755011 0 287.444296 807.51245 1188.099873
11 7 1983 1983-07-11 1983 1.018703 5.489873 0 287.957369 807.625205 1188.901262
12 7 1983 1983-07-12 1983 1.022824 5.623976 0 288.472531 807.738678 1189.70617
13 7 1983 1983-07-13 1983 1.040154 5.558172 0 288.996486 807.855158 1190.525881
14 7 1983 1983-07-14 1983 1.081225 5.046715 0 289.541281 807.97877 1191.38069
15 7 1983 1983-07-15 1983 1.072551 4.059327 0 290.081671 808.100876 1192.228077
16 7 1983 1983-07-16 1983 1.076237 3.767076 0 290.623928 808.223623 1193.078608
17 7 1983 1983-07-17 1983 1.065722 4.44185 0 291.160845 808.344547 1193.920146
18 7 1983 1983-07-18 1983 1.107546 4.730784 0 291.718985 808.472729 1194.79742
19 7 1983 1983-07-19 1983 1.084194 4.636294 0 292.26527 808.59686 1195.654731
20 7 1983 1983-07-20 1983 1.086403 5.430821 0 292.812673 808.721374 1196.513921
21 7 1983 1983-07-21 1983 1.083104 4.74135 0 293.358397 808.845315 1197.370282
22 7 1983 1983-07-22 1983 1.099223 4.91769 0 293.912299 808.972057 1198.240415
23 7 1983 1983-07-23 1983 1.093889 4.526174 0 294.46349 809.097873 1199.105981
24 7 1983 1983-07-24 1983 1.082327 4.275194 0 295.008809 809.221682 1199.961657
25 7 1983 1983-07-25 1983 1.086195 4.209159 0 295.556089 809.346163 1200.820632
26 7 1983 1983-07-26 1983 1.074537 4.726543 0 296.097447 809.468623 1201.669637
27 7 1983 1983-07-27 1983 1.078264 4.080137 0 296.640693 809.591729 1202.521818
28 7 1983 1983-07-28 1983 1.072846 4.257774 0 297.181186 809.713896 1203.369362
29 7 1983 1983-07-29 1983 1.061467 4.481209 0 297.715899 809.834089 1204.207172
30 7 1983 1983-07-30 1983 1.054775 4.481222 0 298.247213 809.95312 1205.039256
31 7 1983 1983-07-31 1983 1.058057 4.664974 0 298.780188 810.072722 1205.874137
1 8 1983 1983-08-01 1983 1.044951 4.314888 0 299.306508 810.190053 1206.697813
2 8 1983 1983-08-02 1983 1.033711 4.384952 0 299.827118 810.30543 1207.51187
3 8 1983 1983-08-03 1983 1.031889 4.31489 0 300.346801 810.420494 1208.324367
4 8 1983 1983-08-04 1983 1.018972 5.083531 0 300.859923 810.533316 1209.125814
5 8 1983 1983-08-05 1983 0.975408 5.660666 0 301.350929 810.638581 1209.890024
6 8 1983 1983-08-06 1983 0.889683 5.818544 0 301.798416 810.728967 1210.580955
7 8 1983 1983-08-07 1983 0.950928 5.714945 0 302.276989 810.829985 1211.324228
8 8 1983 1983-08-08 1983 0.990396 5.17616 0 302.775594 810.937853 1212.101229
9 8 1983 1983-08-09 1983 0.99578 4.992242 0 303.276929 811.046657 1212.882826
10 8 1983 1983-08-10 1983 0.989726 4.692097 0 303.775187 811.15441 1213.65924
11 8 1983 1983-08-11 1983 0.975674 4.813468 0 304.266309 811.259728 1214.423641
12 8 1983 1983-08-12 1983 0.960022 4.795385 0 304.749482 811.36233 1215.174657
13 8 1983 1983-08-13 1983 0.916071 5.583994 0 305.210341 811.457304 1215.888099
14 8 1983 1983-08-14 1983 0.942734 4.782012 0 305.684732 811.556908 1216.624327
15 8 1983 1983-08-15 1983 0.9097 5.321691 0 306.14235 811.65078 1217.332313
16 8 1983 1983-08-16 1983 0.898828 5.113323 0 306.594446 811.742769 1218.031004
17 8 1983 1983-08-17 1983 0.838359 3.825793 0 307.015842 811.824266 1218.678007
18 8 1983 1983-08-18 1983 3.293696 0 0.435878 308.683705 812.331818 1221.423582
19 8 1983 1983-08-19 1983 2.644907 0 0.435871 310.022191 812.726784 1223.614603
20 8 1983 1983-08-20 1983 1.931455 3.546916 0 310.998475 812.997949 1225.195813
21 8 1983 1983-08-21 1983 1.585207 3.057347 0 311.798974 813.209029 1226.481066
22 8 1983 1983-08-22 1983 1.34905 4.497367 0 312.479577 813.379132 1227.564462
23 8 1983 1983-08-23 1983 1.202852 4.420264 0 313.085955 813.523867 1228.522892
24 8 1983 1983-08-24 1983 1.084657 4.791389 0 313.632323 813.648094 1229.380291
25 8 1983 1983-08-25 1983 0.990321 4.810844 0 314.130796 813.755953 1230.157054
26 8 1983 1983-08-26 1983 0.922142 5.221877 0 314.594652 813.851985 1230.875539
27 8 1983 1983-08-27 1983 0.865175 5.264125 0 315.029583 813.938135 1231.54533
28 8 1983 1983-08-28 1983 0.762336 4.583524 0 315.4123 814.006441 1232.127216
29 8 1983 1983-08-29 1983 0.729578 4.65988 0 315.778383 814.069066 1232.6811
30 8 1983 1983-08-30 1983 0.700989 4.593444 0 316.12995 814.126735 1233.210549
31 8 1983 1983-08-31 1983 0.675151 4.736422 0 316.468397 814.179921 1233.717909
1 9 1983 1983-09-01 1983 0.658624 4.228211 0 316.79845 814.230243 1234.211141
2 9 1983 1983-09-02 1983 0.634802 4.218563 0 317.116406 814.276435 1234.684011
3 9 1983 1983-09-03 1983 3.348736 4.039358 0 315.44862 814.785459 1232.944198
4 9 1983 1983-09-04 1983 3.186687 3.057563 0 313.81952 815.26625 1231.227779
5 9 1983 1983-09-05 1983 3.043287 2.998285 0 312.237606 815.722525 1229.550689
6 9 1983 1983-09-06 1983 2.907354 3.481562 0 310.706708 816.155563 1227.919313
7 9 1983 1983-09-07 1983 2.772569 3.339143 0 309.227412 816.565559 1226.334629
8 9 1983 1983-09-08 1983 2.642991 4.006791 0 307.80239 816.953403 1224.801088
9 9 1983 1983-09-09 1983 2.513588 4.277925 0 306.43173 817.319124 1223.318837
10 9 1983 1983-09-10 1983 2.38029 4.338562 0 305.113433 817.66206 1221.884549
11 9 1983 1983-09-11 1983 2.241437 4.099669 0 303.844651 817.981261 1220.493476
12 9 1983 1983-09-12 1983 2.129144 3.556711 0 302.639002 818.281266 1219.168316
13 9 1983 1983-09-13 1983 1.993014 1.994308 0 301.484264 818.558003 1217.888698
14 9 1983 1983-09-14 1983 1.850013 1.656745 0 300.376909 818.810292 1216.64874
15 9 1983 1983-09-15 1983 0.451365 0.839799 0 298.673018 818.8235 1214.375249
16 9 1983 1983-09-16 1983 -0.625585 0.003113 0 296.858383 818.759553 1211.877876
17 9 1983 1983-09-17 1983 -0.643135 0.020538 0 295.164476 818.695613 1209.54241
18 9 1983 1983-09-18 1983 -0.624584 0.012903 0 293.591296 818.631678 1207.368848
19 9 1983 1983-09-19 1983 -0.72141 0.014685 0 292.138839 818.567749 1205.357187
20 9 1983 1983-09-20 1983 -0.697077 0.009397 0 290.807106 818.503824 1203.507426
21 9 1983 1983-09-21 1983 -0.742259 0.010693 0 289.596093 818.439905 1201.81956
22 9 1983 1983-09-22 1983 -0.561147 0.007033 0 288.5058 818.37599 1200.293589
23 9 1983 1983-09-23 1983 -0.590103 0.011999 0 287.536225 818.312082 1198.929512
24 9 1983 1983-09-24 1983 -0.542863 0.007182 0 286.687366 818.248177 1197.727323
25 9 1983 1983-09-25 1983 -0.585725 0.007589 0 285.959222 818.184278 1196.687023
26 9 1983 1983-09-26 1983 -0.651783 0.00799 0 285.35179 818.120385 1195.808609
27 9 1983 1983-09-27 1983 -0.508776 0.002636 0 284.86507 818.056497 1195.092079
28 9 1983 1983-09-28 1983 -0.559117 0 0.327521 284.499059 817.992615 1194.53743
29 9 1983 1983-09-29 1983 -0.316436 0 0.326979 284.253756 817.928736 1194.144659
30 9 1983 1983-09-30 1983 4.021496 0 0.326705 284.129159 817.864864 1193.913766
1 10 1983 1983-10-01 1984 4.735909 2.707401 0 247.906479 805.626805 1133.277577
2 10 1983 1983-10-02 1984 4.850461 2.729839 0 250.390499 806.392249 1137.355088
3 10 1983 1983-10-03 1984 4.368459 2.853017 0 252.627304 807.075293 1141.020578
4 10 1983 1983-10-04 1984 4.885394 3.136464 0 255.129174 807.846696 1145.127847
5 10 1983 1983-10-05 1984 0.821779 3.15684 0 255.547104 807.923458 1145.761889
6 10 1983 1983-10-06 1984 0.458198 3.490804 0 255.778577 807.938074 1146.085175
7 10 1983 1983-10-07 1984 0.450384 3.096108 0 256.006039 807.951356 1146.401779
8 10 1983 1983-10-08 1984 0.453526 2.199596 0 256.23511 807.965181 1146.721072
9 10 1983 1983-10-09 1984 0.451894 3.038295 0 256.46334 807.97873 1147.038967
10 10 1983 1983-10-10 1984 0.442967 3.033119 0 256.686989 807.990758 1147.349234
11 10 1983 1983-10-11 1984 0.434766 3.60159 0 256.90643 808.001388 1147.652491
12 10 1983 1983-10-12 1984 0.440525 3.296716 0 257.128821 808.013007 1147.960671
13 10 1983 1983-10-13 1984 0.446994 3.471868 0 257.354526 808.025736 1148.27438
14 10 1983 1983-10-14 1984 0.443883 2.776026 0 257.578633 808.037937 1148.58543
15 10 1983 1983-10-15 1984 0.361628 2.273736 0 257.760555 808.036082 1148.826177
16 10 1983 1983-10-16 1984 0.364298 2.262476 0 257.943843 808.034686 1149.069205
17 10 1983 1983-10-17 1984 0.371568 2.246639 0 258.130858 808.034539 1149.31845
18 10 1983 1983-10-18 1984 0.366617 2.568418 0 258.315331 808.033549 1149.563464
19 10 1983 1983-10-19 1984 0.368463 2.310895 0 258.500747 808.032879 1149.810055
20 10 1983 1983-10-20 1984 0.356462 1.655616 0 258.680007 808.030163 1150.046392
21 10 1983 1983-10-21 1984 0.360994 2.197743 0 258.861589 808.028224 1150.286602
22 10 1983 1983-10-22 1984 0.354525 2.777327 0 259.03985 808.025184 1150.521283
23 10 1983 1983-10-23 1984 0.343035 2.30271 0 259.212217 808.020186 1150.746147
24 10 1983 1983-10-24 1984 0.349637 2.799323 0 259.387967 808.01632 1150.976654
25 10 1983 1983-10-25 1984 0.333874 2.939782 0 259.555631 808.009763 1151.193689
26 10 1983 1983-10-26 1984 0.323473 3.035761 0 259.717959 808.001434 1151.401836
27 10 1983 1983-10-27 1984 0.333786 2.89195 0 259.885574 807.994871 1151.6188
28 10 1983 1983-10-28 1984 0.336042 2.339562 0 260.054343 807.988699 1151.837693
29 10 1983 1983-10-29 1984 0.328627 1.733677 0 260.219307 807.981264 1152.050249
30 10 1983 1983-10-30 1984 0.32471 1.729458 0 260.382261 807.973163 1152.25946
31 10 1983 1983-10-31 1984 0.316736 1.964877 0 260.541122 807.963704 1152.461855
1 11 1983 1983-11-01 1984 0.891591 0 0.326522 260.994779 808.052515 1153.155582
2 11 1983 1983-11-02 1984 0.610779 2.049523 0 261.304424 808.093326 1153.609292
3 11 1983 1983-11-03 1984 0.535907 2.348206 0 261.575669 808.121344 1153.99901
4 11 1983 1983-11-04 1984 0.471703 2.185891 0 261.813985 808.138391 1154.333851
5 11 1983 1983-11-05 1984 0.419096 1.803682 0 262.025319 808.146447 1154.623725
6 11 1983 1983-11-06 1984 0.388545 1.803681 0 262.220984 808.149286 1154.887491
7 11 1983 1983-11-07 1984 0.36138 1.617932 0 262.402715 808.147488 1155.12804
8 11 1983 1983-11-08 1984 0.335606 1.725971 0 262.571227 808.141286 1155.34656
9 11 1983 1983-11-09 1984 0.3277 1.81262 0 262.735681 808.133736 1155.558322
10 11 1983 1983-11-10 1984 0.497279 0 0.32647 262.987097 808.155181 1155.915028
11 11 1983 1983-11-11 1984 0.238019 0.404564 0 263.105555 808.13231 1156.050141
12 11 1983 1983-11-12 1984 0.355816 1.214834 0 263.284421 808.129581 1156.285939
13 11 1983 1983-11-13 1984 0.353144 1.67597 0 263.461913 808.126399 1156.519453
14 11 1983 1983-11-14 1984 0.347608 1.598024 0 263.636565 808.122276 1156.748238
15 11 1983 1983-11-15 1984 0.34608 1.798514 0 263.81043 808.117895 1156.975717
16 11 1983 1983-11-16 1984 0.338821 1.708981 0 263.98057 808.112278 1157.196993
17 11 1983 1983-11-17 1984 0.247968 0.538395 0 264.104117 808.091134 1157.340618
18 11 1983 1983-11-18 1984 0.330596 1.726938 0 264.270036 808.084121 1157.55487
19 11 1983 1983-11-19 1984 0.316856 1.512278 0 264.428906 808.074762 1157.757377
20 11 1983 1983-11-20 1984 0.306733 0.987361 0 264.582582 808.063676 1157.951232
21 11 1983 1983-11-21 1984 0.292787 1.063555 0 264.729105 808.050215 1158.133175
22 11 1983 1983-11-22 1984 0.289556 0.987561 0 264.873969 808.036202 1158.312353
23 11 1983 1983-11-23 1984 0.28329 1.059703 0 265.015617 808.021124 1158.486179
24 11 1983 1983-11-24 1984 0.228622 0 0.293262 265.129229 807.996705 1158.613282
25 11 1983 1983-11-25 1984 0.402547 0.952549 0.033128 265.332031 808.002022 1158.889041
26 11 1983 1983-11-26 1984 0.368791 1.00126 0 265.51752 808.001573 1159.135951
27 11 1983 1983-11-27 1984 0.345696 1.064751 0 265.691163 807.99718 1159.363121
28 11 1983 1983-11-28 1984 0.337409 1.143631 0 265.860554 807.991376 1159.583211
29 11 1983 1983-11-29 1984 0.321604 1.057994 0 266.021838 807.982874 1159.789794
30 11 1983 1983-11-30 1984 0.314121 0.978187 0 266.179281 807.973096 1159.98998
1 12 1983 1983-12-01 1984 0.324244 1.365453 0 266.341914 807.965054 1160.198821
2 12 1983 1983-12-02 1984 0.471854 0 0.326344 266.580242 807.982248 1160.533826
3 12 1983 1983-12-03 1984 0.351395 0.809823 0 266.756793 807.978855 1160.765873
4 12 1983 1983-12-04 1984 0.347734 1.030755 0 266.931463 807.974842 1160.994793
5 12 1983 1983-12-05 1984 0.3094 0.833464 0 267.086473 807.96428 1161.190951
6 12 1983 1983-12-06 1984 0.317935 0.958391 0 267.245858 807.955182 1161.394406
7 12 1983 1983-12-07 1984 0.331398 1.276826 0 267.412145 807.948387 1161.609366
8 12 1983 1983-12-08 1984 0.321445 1.229738 0 267.573325 807.939897 1161.815823
9 12 1983 1983-12-09 1984 0.441913 0 0.326304 267.796282 807.952003 1162.125244
10 12 1983 1983-12-10 1984 0.294617 0.81094 0 267.943699 807.938936 1162.308773
11 12 1983 1983-12-11 1984 0.291066 0 0.326293 268.089293 807.925266 1162.489268
12 12 1983 1983-12-12 1984 0.292205 0.802847 0 268.23547 807.911795 1162.670739
13 12 1983 1983-12-13 1984 0.311344 1.33227 0 268.391459 807.901601 1162.86857
14 12 1983 1983-12-14 1984 0.310725 1.582167 0 268.547128 807.891305 1163.065872
15 12 1983 1983-12-15 1984 0.27725 0.900952 0 268.685629 807.875291 1163.234566
16 12 1983 1983-12-16 1984 0.206406 0.206382 0 268.787798 807.84717 1163.342709
17 12 1983 1983-12-17 1984 0.27552 0.778748 0 268.925408 807.83087 1163.509929
18 12 1983 1983-12-18 1984 0.273474 0.876943 0 269.061967 807.814224 1163.675401
19 12 1983 1983-12-19 1984 0.267563 0.752257 0 269.195493 807.796574 1163.835826
20 12 1983 1983-12-20 1984 0.275789 0.876955 0 269.333236 807.780332 1164.00328
21 12 1983 1983-12-21 1984 0.292312 1.14474 0 269.47945 807.76692 1164.18486
22 12 1983 1983-12-22 1984 0.267304 0.682362 0 269.612838 807.749237 1164.345067
23 12 1983 1983-12-23 1984 0.263886 0.70878 0 269.74447 807.730976 1164.502355
24 12 1983 1983-12-24 1984 0.458379 0 0.326219 269.975841 807.745964 1164.825877
25 12 1983 1983-12-25 1984 0.173805 0 0.315062 270.061274 807.712312 1164.906175
26 12 1983 1983-12-26 1984 0.325701 0.590393 0.011151 270.2246 807.704631 1165.116302
27 12 1983 1983-12-27 1984 0.340975 0.835668 0 270.395758 807.699564 1165.339485
28 12 1983 1983-12-28 1984 0.336945 0.805757 0 270.564846 807.693813 1165.559225
29 12 1983 1983-12-29 1984 0.352946 0.985831 0 270.742138 807.690801 1165.792641
30 12 1983 1983-12-30 1984 0.362195 1.033005 0 270.92417 807.689376 1166.033965
31 12 1983 1983-12-31 1984 0.376937 1.172878 0 271.11376 807.690473 1166.287888
1 1 1984 1984-01-01 1984 0.3871 1.283838 0 271.308558 807.693312 1166.550498
2 1 1984 1984-01-02 1984 0.375924 1.133614 0 271.497623 807.694246 1166.803558
3 1 1984 1984-01-03 1984 0.383812 1.199052 0 271.690731 807.696532 1167.063361
4 1 1984 1984-01-04 1984 0.40045 1.397947 0 271.892368 807.701668 1167.337386
5 1 1984 1984-01-05 1984 0.397032 1.366223 0 272.09225 807.706221 1167.608488
6 1 1984 1984-01-06 1984 0.388062 1.149193 0 272.287528 807.709245 1167.871922
7 1 1984 1984-01-07 1984 0.303589 0.349899 0 272.439485 807.697837 1168.063163
8 1 1984 1984-01-08 1984 0.509421 1.331629 0 272.696994 807.721615 1168.430326
9 1 1984 1984-01-09 1984 0.47077 1.013565 0 272.934679 807.738792 1168.764456
10 1 1984 1984-01-10 1984 0.496323 1.129744 0 273.185465 807.76034 1169.120424
11 1 1984 1984-01-11 1984 0.497794 1.399301 0 273.437002 807.782143 1169.47765
12 1 1984 1984-01-12 1984 0.493928 1.406207 0 273.686552 807.80329 1169.83157
13 1 1984 1984-01-13 1984 0.470125 1.078738 0 273.923893 807.820372 1170.165146
14 1 1984 1984-01-14 1984 0.459376 1.03545 0 274.155718 807.835621 1170.489534
15 1 1984 1984-01-15 1984 0.455278 0.973145 0 274.385439 807.850174 1170.810421
16 1 1984 1984-01-16 1984 0.62947 0 0.326087 274.704485 807.894505 1171.280187
17 1 1984 1984-01-17 1984 0.567808 1.06252 0 274.991905 807.928301 1171.697249
18 1 1984 1984-01-18 1984 0.533419 1.109121 0 275.261687 807.956223 1172.08492
19 1 1984 1984-01-19 1984 0.503278 1.097794 0 275.516007 807.978995 1172.446825
20 1 1984 1984-01-20 1984 0.51792 1.411205 0 275.777833 808.004275 1172.821246
21 1 1984 1984-01-21 1984 0.499959 1.212308 0 276.030444 808.026487 1173.180312
22 1 1984 1984-01-22 1984 0.472716 1.188085 0 276.269081 808.044048 1173.516095
23 1 1984 1984-01-23 1984 0.487053 1.21019 0 276.515068 808.064063 1173.864132
24 1 1984 1984-01-24 1984 0.513747 2.052894 0 276.77474 808.088646 1174.234984
25 1 1984 1984-01-25 1984 -0.202167 0.21229 0 276.770948 808.025413 1174.166735
26 1 1984 1984-01-26 1984 0.517575 1.860309 0 277.03258 808.050657 1174.540861
27 1 1984 1984-01-27 1984 0.497489 1.865229 0 277.283907 808.072474 1174.89782
28 1 1984 1984-01-28 1984 0.497208 1.92126 0 277.535087 808.094245 1175.254537
29 1 1984 1984-01-29 1984 0.508367 2.068851 0 277.791987 808.11793 1175.620795
30 1 1984 1984-01-30 1984 0.500359 1.731557 0 278.044776 808.140247 1175.980204
31 1 1984 1984-01-31 1984 0.468913 1.38946 0 278.281435 808.157196 1176.312738
1 2 1984 1984-02-01 1984 0.568222 0 0.325996 278.569019 808.191124 1176.73015
2 2 1984 1984-02-02 1984 0.544323 1.152646 0 278.844343 808.220969 1177.127134
3 2 1984 1984-02-03 1984 0.537 1.525213 0 279.115908 808.249566 1177.517857
4 2 1984 1984-02-04 1984 0.520379 1.58805 0 279.378945 808.275328 1177.894374
5 2 1984 1984-02-05 1984 0.497507 1.542963 0 279.63025 808.297182 1178.251341
6 2 1984 1984-02-06 1984 0.495612 1.66988 0 279.880579 808.318717 1178.606688
7 2 1984 1984-02-07 1984 0.486094 1.669877 0 280.126024 808.338628 1178.953898
8 2 1984 1984-02-08 1984 0.451996 1.302754 0 280.35398 808.352715 1179.271966
9 2 1984 1984-02-09 1984 0.467762 1.223163 0 280.590018 808.369501 1179.603509
10 2 1984 1984-02-10 1984 0.462647 1.538431 0 280.823429 808.385417 1179.930679
11 2 1984 1984-02-11 1984 0.414658 1.107132 0 281.032227 808.393134 1180.216833
12 2 1984 1984-02-12 1984 0.445654 1.452238 0 281.256918 808.406154 1180.529481
13 2 1984 1984-02-13 1984 0.452622 1.607329 0 281.485179 808.42037 1180.848084
14 2 1984 1984-02-14 1984 0.443385 1.635473 0 281.7087 808.433009 1181.158791
15 2 1984 1984-02-15 1984 0.447388 1.800115 0 281.93427 808.446336 1181.472917
16 2 1984 1984-02-16 1984 0.426094 1.163267 0 282.148918 808.456028 1181.768846
17 2 1984 1984-02-17 1984 0.429166 1.564708 0 282.365138 808.46625 1182.067401
18 2 1984 1984-02-18 1984 0.410771 1.424642 0 282.571922 808.473332 1182.350234
19 2 1984 1984-02-19 1984 0.420291 1.580911 0 282.783584 808.482045 1182.641203
20 2 1984 1984-02-20 1984 0.420316 1.669662 0 282.995257 808.490766 1182.932194
21 2 1984 1984-02-21 1984 0.422861 1.757219 0 283.208232 808.499925 1183.22536
22 2 1984 1984-02-22 1984 0.416469 1.704927 0 283.417927 808.507997 1183.513064
23 2 1984 1984-02-23 1984 0.38713 1.347706 0 283.612573 808.511057 1183.775692
24 2 1984 1984-02-24 1984 0.401609 1.617261 0 283.814641 808.516598 1184.050696
25 2 1984 1984-02-25 1984 0.415044 1.965213 0 284.023596 808.524438 1184.337183
26 2 1984 1984-02-26 1984 0.400513 1.847574 0 284.225097 808.529799 1184.611251
27 2 1984 1984-02-27 1984 0.404263 2.013876 0 284.428517 808.535806 1184.888524
28 2 1984 1984-02-28 1984 0.383783 1.653744 0 284.621433 808.538315 1185.148294
29 2 1984 1984-02-29 1984 0.380053 1.623712 0 284.812433 808.540192 1185.404877
1 3 1984 1984-03-01 1984 0.386729 1.631317 0 285.006854 808.543213 1185.667166
2 3 1984 1984-03-02 1984 0.383266 1.715949 0 285.199497 808.545648 1185.926498
3 3 1984 1984-03-03 1984 0.387241 2.028436 0 285.394175 808.548766 1186.189226
4 3 1984 1984-03-04 1984 0.418213 2.311604 0 285.604734 808.557182 1186.478427
5 3 1984 1984-03-05 1984 0.412765 2.381716 0 285.812496 808.56467 1186.76297
6 3 1984 1984-03-06 1984 0.408345 2.365057 0 286.017988 808.571409 1187.043738
7 3 1984 1984-03-07 1984 0.402825 2.286766 0 286.220647 808.577207 1187.319788
8 3 1984 1984-03-08 1984 0.398678 2.219011 0 286.421177 808.582299 1187.592292
9 3 1984 1984-03-09 1984 0.393015 2.219033 0 286.618799 808.58643 1187.859959
10 3 1984 1984-03-10 1984 0.402106 3.27091 0 286.821081 808.59212 1188.135398
11 3 1984 1984-03-11 1984 0.396415 3.092798 0 287.020442 808.596838 1188.40597
12 3 1984 1984-03-12 1984 0.377207 1.848348 0 287.20995 808.598278 1188.660127
13 3 1984 1984-03-13 1984 1.461961 0 0.325762 287.955739 808.78515 1189.841424
14 3 1984 1984-03-14 1984 1.160135 0 0.325757 288.546736 808.920431 1190.76474
15 3 1984 1984-03-15 1984 0.912508 2.215144 0 289.010736 809.013384 1191.476399
16 3 1984 1984-03-16 1984 0.750774 2.422333 0 289.391789 809.078694 1192.04982
17 3 1984 1984-03-17 1984 0.635667 2.422355 0 289.713808 809.124329 1192.524853
18 3 1984 1984-03-18 1984 0.5695 2.748705 0 290.001891 809.158658 1192.943332
19 3 1984 1984-03-19 1984 0.508061 3.268273 0 290.258462 809.182488 1193.309296
20 3 1984 1984-03-20 1984 0.46738 3.511196 0 290.494168 809.19937 1193.640492
21 3 1984 1984-03-21 1984 0.425796 2.38919 0 290.708546 809.209146 1193.936145
22 3 1984 1984-03-22 1984 0.399496 2.711213 0 290.909434 809.214431 1194.20932
23 3 1984 1984-03-23 1984 0.380229 3.185875 0 291.100438 809.216426 1194.466027
24 3 1984 1984-03-24 1984 0.355126 2.422117 0 291.278566 809.214134 1194.701278
25 3 1984 1984-03-25 1984 0.331933 2.055569 0 291.444798 809.207882 1194.916709
26 3 1984 1984-03-26 1984 0.313565 2.127647 0 291.601609 809.198495 1195.116442
27 3 1984 1984-03-27 1984 0.299987 2.68077 0 291.751454 809.186791 1195.304571
28 3 1984 1984-03-28 1984 0.281701 2.76139 0 291.891919 809.171967 1195.477074
29 3 1984 1984-03-29 1984 0.259327 2.389144 0 292.020909 809.15332 1195.630453
30 3 1984 1984-03-30 1984 0.231068 1.602359 0 292.135405 809.12985 1195.759683
31 3 1984 1984-03-31 1984 0.202831 1.044358 0 292.235419 809.101555 1195.86478
1 4 1984 1984-04-01 1984 0.177208 0.96844 0 292.322292 809.068886 1195.947981
2 4 1984 1984-04-02 1984 0.124694 0.436593 0 292.382233 809.027245 1195.986301
3 4 1984 1984-04-03 1984 0.076326 0.30489 0 292.417369 808.97734 1195.983284
4 4 1984 1984-04-04 1984 -0.129971 0.070183 0 292.413364 808.914394 1195.915037
5 4 1984 1984-04-05 1984 -0.191361 0.07058 0 292.409358 808.851451 1195.846792
6 4 1984 1984-04-06 1984 -0.264824 0.044196 0 292.405352 808.788515 1195.778554
7 4 1984 1984-04-07 1984 -0.295697 0.007161 0 292.401347 808.725584 1195.710323
8 4 1984 1984-04-08 1984 -0.305912 0.00361 0 292.397341 808.662658 1195.642095
9 4 1984 1984-04-09 1984 -0.301488 0.000779 0 292.393336 808.599736 1195.573872
10 4 1984 1984-04-10 1984 -0.38725 0.001264 0 292.38933 808.536821 1195.505656
11 4 1984 1984-04-11 1984 -0.315867 0.000438 0 292.385325 808.473909 1195.437443
12 4 1984 1984-04-12 1984 -0.388406 0.000876 0 292.38132 808.411005 1195.369239
13 4 1984 1984-04-13 1984 -0.49498 0.000954 0 292.377315 808.348105 1195.301038
14 4 1984 1984-04-14 1984 -0.454481 0.000495 0 292.373309 808.285209 1195.232841
15 4 1984 1984-04-15 1984 -0.387163 0.000569 0 292.369304 808.222318 1195.164649
16 4 1984 1984-04-16 1984 -0.359108 0.000651 0 292.365299 808.159434 1195.096464
17 4 1984 1984-04-17 1984 -1.662191 0 0 292.361294 808.096553 1195.028283
18 4 1984 1984-04-18 1984 -1.409967 0 0.341357 292.357289 808.033596 1194.960025
19 4 1984 1984-04-19 1984 -0.852474 0.35764 0 292.419535 807.992647 1195.002111
20 4 1984 1984-04-20 1984 -1.441757 0.0268 0 292.415529 807.929539 1194.933701
21 4 1984 1984-04-21 1984 -1.7953 0 0 292.411524 807.866358 1194.865219
22 4 1984 1984-04-22 1984 -2.069084 0 0 292.407518 807.803107 1194.796666
23 4 1984 1984-04-23 1984 -1.708779 0 0 292.403512 807.739784 1194.728042
24 4 1984 1984-04-24 1984 -1.56681 0 0 292.399507 807.676393 1194.65935
25 4 1984 1984-04-25 1984 -1.682538 0 0 292.395501 807.612934 1194.590589
26 4 1984 1984-04-26 1984 -1.424643 0 0 292.391496 807.549409 1194.521764
27 4 1984 1984-04-27 1984 -1.449377 0 0 292.387491 807.48582 1194.452874
28 4 1984 1984-04-28 1984 -1.504748 0 0 292.383485 807.422167 1194.383919
29 4 1984 1984-04-29 1984 -1.452339 0 0 292.37948 807.358452 1194.314904
30 4 1984 1984-04-30 1984 -1.446173 0 0 292.375475 807.294676 1194.245827
